web-scraper-order,web-scraper-start-url,articles_link,articles_link-href,details,prix,adresse,image_lien-src
"1738617690-1","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Virage Appartement A Vendre","https://www.dakarvente.com/annonce-1069-virage-appartement-a-vendre.html","Virage Appartement A Vendre","115.000.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/b00bf2d450bded4f16fadad64cf2dacf.jpg"
"1738617694-2","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Immeuble r+ 2 à la cité millionnaire","https://www.dakarvente.com/annonce-2054-immeuble-r-2-la-cit-millionnaire.html","Immeuble r+ 2 à la cité millionnaire","95.000.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/a2d4110dc20a892aa2aabc30ca7faeb8.jpg"
"1738617698-3","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Villa djilor fimela","https://www.dakarvente.com/annonce-2116-villa-djilor-fimela.html","Villa djilor fimela","150.000.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/9979709f53327f6b9b092f085cb7f32d.jpg"
"1738617702-4","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","A vendre des appartements à Sacré Cœur Keur Gorgui","https://www.dakarvente.com/annonce-4342-a-vendre-des-appartements-sacr-coeur-keur-gorgui.html","A vendre des appartements à Sacré Cœur Keur Gorgui","155.000.000  FCFA","Offre d'un professionnel à Cité Keur Gorgui","media/annonces/pics/29d04aabf097486ede10527582a385b9.jpg"
"1738617707-5","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartements grand standing à vendre","https://www.dakarvente.com/annonce-4632-appartements-grand-standing-vendre.html","Appartements grand standing à vendre","63.000.000  FCFA","Offre d'un particulier à Nord Foire","media/annonces/pics/30bcb65a3e98a88b2ff58b2ecd4b0b11.jpg"
"1738617712-6","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","vente d'appartement de type F4","https://www.dakarvente.com/annonce-5090-vente-d-appartement-de-type-f4.html","vente d'appartement de type F4","146.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/b7a821195d18f6c3374fd0fb3a74b871.jpg"
"1738617716-7","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","vente d'appartement de type F5","https://www.dakarvente.com/annonce-5091-vente-d-appartement-de-type-f5.html","vente d'appartement de type F5","156.000.000  FCFA","Offre d'un particulier à Ngor","media/annonces/pics/8e7479b04299fed958eff7897403d767.jpg"
"1738617720-8","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","vente d'appartement haut standing ultra luxueuse","https://www.dakarvente.com/annonce-5103-vente-d-appartement-haut-standing-ultra-luxueuse.html","vente d'appartement haut standing ultra luxueuse","156.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/11dff5857446f27e5c0588594bcf6233.jpg"
"1738617725-9","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Vente Appartement Grand Standing","https://www.dakarvente.com/annonce-5105-vente-appartement-grand-standing.html","Vente Appartement Grand Standing","146.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/533e9402c3c773c86fdf14202423bc47.jpg"
"1738617729-10","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","APPARTEMENT HAUT STANDING F5: LE LUXE ULTIME","https://www.dakarvente.com/annonce-5148-appartement-haut-standing-f5-le-luxe-ultime.html","APPARTEMENT HAUT STANDING F5: LE LUXE ULTIME","168.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/addfec4edff7e1360415c83295257e4d.jpg"
"1738617733-11","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","JOLI APPARTEMENT TRES SPACIEUX A VENDRE A LA CITE KEUR GORGUI","https://www.dakarvente.com/annonce-5904-joli-appartement-tres-spacieux-a-vendre-a-la-cite-keur-gorgui.html","JOLI APPARTEMENT TRES SPACIEUX A VENDRE A LA CITE KEUR GORGUI","157.500.000  FCFA","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/d8a141994153f7a57b31abe2f5076da7.jpeg"
"1738617738-12","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","APPARTEMENT LUXUEUX TRES BIEN MEUBLE A VENDRE A LA CITE KEUR GORGUI","https://www.dakarvente.com/annonce-5906-appartement-luxueux-tres-bien-meuble-a-vendre-a-la-cite-keur-gorgui.html","APPARTEMENT LUXUEUX TRES BIEN MEUBLE A VENDRE A LA CITE KEUR GORGUI","75.000.000  FCFA","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/c233a16cecd88e245baec63c79b113dc.jpeg"
"1738617743-13","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Hôtel en vente sur Somone","https://www.dakarvente.com/annonce-6086-htel-en-vente-sur-somone.html","Hôtel en vente sur Somone","200.000.000  FCFA","Offre d'un particulier à Somone","media/annonces/pics/ce485680ab46fd15ba8ea4afabb20127.jpg"
"1738617751-14","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","A Vendre des appartements neufs à Yoff ONOMO","https://www.dakarvente.com/annonce-6378-a-vendre-des-appartements-neufs-yoff-onomo.html","A Vendre des appartements neufs à Yoff ONOMO","85.000.000  FCFA","Offre d'un professionnel à Yoff","media/annonces/pics/378bf8093b18bbf7d0ba67b48aa2b63c.jpg"
"1738617757-15","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartement F4 avec ascenseur à vendre Nord foire","https://www.dakarvente.com/annonce-6515-appartement-f4-avec-ascenseur-vendre-nord-foire.html","Appartement F4 avec ascenseur à vendre Nord foire","65.000.000  FCFA","Offre d'un particulier à Nord Foire","media/annonces/pics/06d29a38c6c7817184ede2dc69a8fd16.jpg"
"1738617763-16","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","vente d'appartement à Diamniadio","https://www.dakarvente.com/annonce-7072-vente-d-appartement-diamniadio.html","vente d'appartement à Diamniadio","29.000.000  FCFA","Offre d'un particulier à Diamniadio","media/annonces/pics/b3e34329b274256bea66250de3a0a5c8.jpg"
"1738617769-17","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","vente d'appartement à Diamniadio","https://www.dakarvente.com/annonce-7073-vente-d-appartement-diamniadio.html","vente d'appartement à Diamniadio","","Offre d'un particulier à Diamniadio","media/annonces/pics/cbba328f7832daa5c2e1c5f8a230d18e.jpg"
"1738617774-18","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Immeubles à vendre à Yoff Apecsy","https://www.dakarvente.com/annonce-7249-immeubles-vendre-yoff-apecsy.html","Immeubles à vendre à Yoff Apecsy","280.000.000  FCFA","Offre d'un particulier à Yoff","media/annonces/pics/b729f496cca38b148610661a4fbfd5c7.png"
"1738617779-19","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","APPARTEMENT HAUT SATNDING A HANN MARINAS VOILE D'OR","https://www.dakarvente.com/annonce-7323-appartement-haut-satnding-a-hann-marinas-voile-d-or.html","APPARTEMENT HAUT SATNDING A HANN MARINAS VOILE D'OR","141.000.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/cd4b41661df8343a7882106979a8c57b.jpg"
"1738617784-20","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Bel appartement à la voile d’or","https://www.dakarvente.com/annonce-7533-bels-appartement-a-la-voile-d-or.html","Bel appartement à la voile d’or","90.000.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/10a2cc93c097e71464e3d9e3681d5725.jpg"
"1738617788-21","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","FABULEUX APPARTEMENT A HANN MARINAS VOILE D'OR","https://www.dakarvente.com/annonce-7574-fabuleux-appartement-a-hann-marinas-voile-d-or.html","FABULEUX APPARTEMENT A HANN MARINAS VOILE D'OR","175.000.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/e33f8ddc51fdf18d4ef7d38629851019.jpg"
"1738617793-22","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Immeubles à vendre â Yoff Apecsy près du centre aéré de la BCAO","https://www.dakarvente.com/annonce-7652-immeubles-vendre-yoff-apecsy-prs-du-centre-ar-de-la-bcao.html","Immeubles à vendre â Yoff Apecsy près du centre aéré de la BCAO","","Offre d'un particulier à Yoff","media/annonces/pics/5f1c6d2ce7ba647bd1530c94c35b0abd.jpg"
"1738617798-23","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","VENTE D'UN IMMEUBLE","https://www.dakarvente.com/annonce-7822-vente-d-un-immeuble.html","VENTE D'UN IMMEUBLE","350.000.000  FCFA","Offre d'un particulier à Maristes","media/annonces/pics/9021cafba490bf8fe68a8bc63c535cdf.jpg"
"1738617803-24","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartement à vendre  à Fann avec tous meubles","https://www.dakarvente.com/annonce-8923-appartement-vendre-fann-avec-tous-meubles.html","Appartement à vendre  à Fann avec tous meubles","170.000.000  FCFA","Offre d'un particulier à Fann","media/annonces/pics/c21d4e2139499cd962d5a29c038d1021.jpg"
"1738617807-25","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartement à vendre au point E","https://www.dakarvente.com/annonce-10481-appartement-vendre-au-point-e.html","Appartement à vendre au point E","550.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/646d959afffc95dbe1ee33b21cdfae24.jpg"
"1738617812-26","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartement à vendre à louer au Point E","https://www.dakarvente.com/annonce-10484-appartement-vendre-louer-au-point-e.html","Appartement à vendre à louer au Point E","140.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/392b03c67825908c11227101cb9e9637.jpg"
"1738617816-27","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Appartement à vendre au point E","https://www.dakarvente.com/annonce-10485-appartement-vendre-au-point-e.html","Appartement à vendre au point E","135.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/2d2e1341580a3cd93fbbdef472ebf610.jpg"
"1738617821-28","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","immobilier","https://www.dakarvente.com/annonce-11091-immobilier.html","immobilier","80.000.000  FCFA","Offre d'un professionnel à Hann Bel-Air","media/annonces/pics/7f8f595bbf53c8059284bf0b749f946d.jpeg"
"1738617826-29","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Programme résidentiel","https://www.dakarvente.com/annonce-12121-immobilier.html","Programme résidentiel","58.000.000  FCFA","Offre d'un professionnel à Sicap Foire","media/annonces/pics/287e8148aac3c8f0bedb13af67f105a5.jpeg"
"1738617833-30","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=6","Conception des plans architecturaux","https://www.dakarvente.com/annonce-12474-conception-des-plans-architecturaux.html","Conception des plans architecturaux","1.000.000  FCFA","Offre d'un particulier à Cambérène","media/annonces/pics/76f92caf00408f23554ba147becc8450.jpg"
"1738617848-31","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Villa à vendre","https://www.dakarvente.com/annonce-12965-vente-de-villa.html","Villa à vendre","450.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/057b87598d3d94d124898dcc82d1b61d.jpg"
"1738617854-32","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre au Point E","https://www.dakarvente.com/annonce-13118-appartement-vendre-au-point-e.html","Appartement à vendre au Point E","140.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/3615b4f5e6e3b4089274ed065152d88e.jpg"
"1738617859-33","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre à Amitié 2","https://www.dakarvente.com/annonce-13149-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/9e344f0304ce19b95d81c3ec3f259468.jpg"
"1738617866-34","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Studio meublé  Cite Keur Gorgui","https://www.dakarvente.com/annonce-13150-studio-meubl-cite-keur-gorgui.html","Studio meublé  Cite Keur Gorgui","30.000  FCFA","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/2a487e483f596f5d14d77ba1090dae6c.jpeg"
"1738617871-35","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Vente villa - Amitié 2","https://www.dakarvente.com/annonce-13409-vente-villa-amiti-2.html","Vente villa - Amitié 2","125.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/2a6a60acae90f5851b90edc7baea5ec1.jpg"
"1738617877-36","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Villa à vendre-Amitié 2","https://www.dakarvente.com/annonce-13575-villa-vendre-amiti-2.html","Villa à vendre-Amitié 2","125.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/85270c0f5578158141ce426a937fc7a2.jpg"
"1738617882-37","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","ssd solution","https://www.dakarvente.com/annonce-13710-ssd-solution.html","ssd solution","120  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/f735e9642933a548fb0aff16dc87c7f2.jpg"
"1738617886-38","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre à Amitié 2","https://www.dakarvente.com/annonce-13739-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/3cf4d9040c9c13e703da3c4b00af3ebe.jpg"
"1738617891-39","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre-Amitié 2","https://www.dakarvente.com/annonce-13847-appartement-vendre-amiti-2.html","Appartement à vendre-Amitié 2","125.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/ea15a43e98cbed640407e14239febc21.jpg"
"1738617896-40","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","JOLI APPARTEMENT A VENDRE A  PROMOCAP","https://www.dakarvente.com/annonce-14524-joli-appartement-a-vendre-a-promocap.html","JOLI APPARTEMENT A VENDRE A  PROMOCAP","55.000.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/f429474bd6e5a71c2819332936ce7dbd.jpeg"
"1738617900-41","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement meublé à louer à Liberté 6","https://www.dakarvente.com/annonce-14847-appartement-meubl-louer-libert-6.html","Appartement meublé à louer à Liberté 6","45.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/2acb8cfa6ded98aeb89244dc9de9dcdd.jpg"
"1738617905-42","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","appartements studdios chambres meublés   a louer","https://www.dakarvente.com/annonce-15857-appartements-studdios-chambres-meubls-a-louer.html","appartements studdios chambres meublés   a louer","15.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/e7bf1755652ce018ea33f15f89850fb2.jpg"
"1738617910-43","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT MEUBLE A VENDRE A LA CITE ALIOU SOW DE GUEDIAWAYE","https://www.dakarvente.com/annonce-18098-appartement-meuble-a-vendre-a-la-cite-aliou-sow-de-guediawaye.html","APPARTEMENT MEUBLE A VENDRE A LA CITE ALIOU SOW DE GUEDIAWAYE","35.000.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/2f6b6e13f9e584a5a73b14e2c279b5bd.jpg"
"1738617914-44","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre au point E","https://www.dakarvente.com/annonce-18872-appartement-vendre-au-point-e.html","Appartement à vendre au point E","175.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/354aa17284c2c1908ebddfc2471be56e.jpg"
"1738617918-45","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre au point E","https://www.dakarvente.com/annonce-19094-appartement-vendre-au-point-e.html","Appartement à vendre au point E","175.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/bbb92518896649339812d644bb732bf9.jpg"
"1738617923-46","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre à Amitié 2","https://www.dakarvente.com/annonce-19339-appartement-vendre-amiti-2.html","Appartement à vendre à Amitié 2","125.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/1288411f3ecec1974709e2ac6bd1ab24.jpg"
"1738617936-47","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement de standing 2 chambres salon","https://www.dakarvente.com/annonce-19849-appartement-de-standing-2-chambres-salon.html","Appartement de standing 2 chambres salon","30.000.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/28519ce6a27aae939fe46001693fec78.jpg"
"1738617941-48","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT A VENDRE AUX MAMELLES","https://www.dakarvente.com/annonce-20337-appartement-a-vendre-aux-mamelles.html","APPARTEMENT A VENDRE AUX MAMELLES","100.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b88d59d3a07ade977bba50cf4b3d158d.jpg"
"1738617948-49","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Immeuble en vente à Saly","https://www.dakarvente.com/annonce-21141-immeuble-en-vente-saly.html","Immeuble en vente à Saly","210.000.000  FCFA","Offre d'un particulier à Saly","media/annonces/pics/9a714a88c155876dbc2834f4348652da.jpg"
"1738617952-50","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARETEMENT A LOUER A SICAP FOIRE","https://www.dakarvente.com/annonce-22500-apparetement-a-louer-a-sicap-foire.html","APPARETEMENT A LOUER A SICAP FOIRE","200.000  FCFA","Offre d'un particulier à Sicap Foire","media/annonces/pics/40e8b33bbed5a8b23ae90247d1c51d94.jpg"
"1738617957-51","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT A VENDRE A SACRE COEUR 1","https://www.dakarvente.com/annonce-22575-appartement-a-vendre-a-sacre-coeur-1.html","APPARTEMENT A VENDRE A SACRE COEUR 1","110.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/cfa17c77f74f51dee96dddf821e910d7.jpg"
"1738617962-52","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT A VENDRE A VIRAGE","https://www.dakarvente.com/annonce-22752-appartement-a-vendre-a-virage.html","APPARTEMENT A VENDRE A VIRAGE","116.000.000  FCFA","Demande d'un particulier à Virage","media/annonces/pics/0300eca40fb79e2c768098d073940cd5.jpg"
"1738617966-53","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","DUPLEX A LOUER","https://www.dakarvente.com/annonce-23279-duplex-a-louer.html","DUPLEX A LOUER","700.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/e3f9959a7fcf88e933319b795a4c15da.jpg"
"1738617976-54","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","Appartement à vendre","https://www.dakarvente.com/annonce-23537-appartement-vendre.html","Appartement à vendre","150.000.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/53760f49f84dfe712300a8d85a605bf1.jpg"
"1738617980-55","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT À VENDRE À MERMOZ","https://www.dakarvente.com/annonce-23596-appartement-vendre-mermoz.html","APPARTEMENT À VENDRE À MERMOZ","85.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/a5f8c056889860810f6f36b940e3fc91.jpg"
"1738617985-56","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT A VENDRE AU POINT E","https://www.dakarvente.com/annonce-23983-appartement-a-vendre-au-point-e.html","APPARTEMENT A VENDRE AU POINT E","200.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/a6bbfaa7b7e39352738ea05c310cb8b3.jpg"
"1738617989-57","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","VENTE APPARTEMENT NEUF TYPE F4 AU VIRAGE","https://www.dakarvente.com/annonce-24017-vente-appartement-neuf-type-f4-au-virage.html","VENTE APPARTEMENT NEUF TYPE F4 AU VIRAGE","190.000.000  FCFA","Offre d'un particulier à Virage","media/annonces/pics/cb0d960cded63080082be5d94869eb54.jpg"
"1738617993-58","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=5","APPARTEMENT A VENDRE","https://www.dakarvente.com/annonce-24113-appartement-a-vendre.html","APPARTEMENT A VENDRE","180.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/0018d32f06b4eb1302eaaf58d0851daa.jpg"
